GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MLSkillsSelect,EmployerIndustry,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,JobSatisfaction,CompensationUSD
Male,India,36.0,Other,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines",Technology,40.0,40.0,10.0,10.0,0.0,0.0,5,62479.99999999999
Male,United Kingdom,56.0,Engineer,SQL,Professional degree,Other (please specify; separate by semi-colon),Technology,20.0,0.0,20.0,40.0,0.0,20.0,7,92693.15999999999
Male,Singapore,27.0,Machine Learning Engineer,Python,Master's degree,"Adversarial Learning,Computer Vision,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Manufacturing,20.0,10.0,50.0,20.0,0.0,0.0,0,37426.4856
Male,Ukraine,25.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Technology,60.0,20.0,5.0,5.0,10.0,0.0,3,20000.0
Female,United States,24.0,Researcher,R,Bachelor's degree,,Non-profit,35.0,50.0,5.0,10.0,0.0,0.0,5,60000.0
Female,United States,26.0,Machine Learning Engineer,Python,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Mix of fields,30.0,30.0,30.0,5.0,5.0,0.0,8,125000.0
Male,Australia,57.0,Data Analyst,Other,Bachelor's degree,Other (please specify; separate by semi-colon),CRM/Marketing,0.0,50.0,0.0,0.0,50.0,0.0,10,72207.90000000001
Male,India,29.0,Predictive Modeler,Scala,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,10.0,40.0,10.0,20.0,20.0,0.0,8,37487.99999999999
Female,United States,54.0,Machine Learning Engineer,R,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,80.0,10.0,0.0,5.0,5.0,0.0,10,150000.0
Female,Canada,30.0,Machine Learning Engineer,Python,Doctoral degree,Recommendation Engines,Internet-based,10.0,30.0,20.0,20.0,20.0,0.0,10,158971.78399999999
Female,Ireland,34.0,Other,R,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Retail,45.0,0.0,25.0,30.0,0.0,0.0,4,46637.214
Male,India,45.0,Business Analyst,C/C++/C#,Master's degree,,Other,20.0,20.0,20.0,20.0,20.0,0.0,3,30927.6
Male,United States,28.0,Data Scientist,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning",Mix of fields,50.0,25.0,5.0,10.0,10.0,0.0,7,100000.0
Male,India,36.0,Business Analyst,R,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,50.0,20.0,20.0,0.0,10.0,0.0,7,1561.9999999999998
Female,South Korea,29.0,Data Analyst,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning",Financial,10.0,40.0,20.0,20.0,10.0,0.0,8,26.58
Female,India,25.0,Data Analyst,R,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series",Internet-based,20.0,20.0,30.0,10.0,20.0,0.0,6,2342.9999999999995
Male,Iran,24.0,Researcher,Python,Bachelor's degree,"Computer Vision,Natural Language Processing",Technology,40.0,45.0,0.0,5.0,10.0,0.0,7,719.9999999999999
Male,India,21.0,Programmer,R,Bachelor's degree,"Computer Vision,Machine Translation",Technology,40.0,0.0,50.0,10.0,0.0,0.0,7,4373.599999999999
Male,India,28.0,Business Analyst,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series",Retail,40.0,20.0,10.0,20.0,10.0,0.0,7,937.1999999999999
Male,Singapore,32.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Mix of fields,10.0,30.0,20.0,10.0,30.0,0.0,9,35644.272000000004
Male,India,24.0,Data Analyst,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Retail,40.0,30.0,0.0,20.0,10.0,0.0,5,12495.999999999998
Female,Pakistan,25.0,Researcher,Matlab,Master's degree,"Adversarial Learning,Computer Vision,Reinforcement learning,Unsupervised Learning",Academic,30.0,50.0,5.0,10.0,5.0,0.0,5,4548.4800000000005
Male,United States,36.0,Data Scientist,SQL,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Other,65.0,10.0,5.0,10.0,10.0,0.0,8,115000.0
Male,India,50.0,Data Scientist,Python,Doctoral degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data)",CRM/Marketing,50.0,20.0,10.0,10.0,10.0,0.0,8,99999.0
Male,India,24.0,Software Developer/Software Engineer,Python,Master's degree,Survival Analysis,Mix of fields,30.0,20.0,20.0,20.0,10.0,0.0,5,9371.999999999998
Male,India,21.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Natural Language Processing,Recommendation Engines,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,60.0,10.0,5.0,20.0,5.0,0.0,7,624.8
Male,Australia,32.0,Data Scientist,R,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Government,60.0,20.0,0.0,20.0,0.0,0.0,4,96277.20000000001
Male,India,23.0,Data Analyst,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Survival Analysis",Internet-based,40.0,20.0,20.0,15.0,5.0,0.0,1,10152.999999999998
Male,United States,35.0,Engineer,Python,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Financial,30.0,30.0,30.0,10.0,0.0,0.0,6,145000.0
Male,Netherlands,29.0,Other,Python,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,30.0,20.0,20.0,5.0,25.0,0.0,9,101645.21
Male,India,23.0,Data Analyst,R,Master's degree,"Computer Vision,Recommendation Engines,Unsupervised Learning",Technology,30.0,50.0,10.0,10.0,0.0,0.0,5,14214.199999999999
Male,India,31.0,Data Analyst,R,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,30.0,30.0,10.0,10.0,10.0,10.0,6,93719.99999999999
Male,Other,29.0,Statistician,R,Master's degree,"Survival Analysis,Time Series",Technology,50.0,30.0,15.0,5.0,0.0,0.0,8,486.48
Male,India,21.0,Business Analyst,R,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Internet-based,30.0,10.0,20.0,10.0,30.0,0.0,7,1015.3
Male,India,28.0,Predictive Modeler,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Insurance,20.0,20.0,20.0,20.0,20.0,0.0,7,11714.999999999998
Male,India,21.0,Researcher,Python,Bachelor's degree,"Computer Vision,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,10.0,30.0,30.0,20.0,10.0,0.0,10,28115.999999999996
Male,India,23.0,Business Analyst,Python,Master's degree,Supervised Machine Learning (Tabular Data),Financial,30.0,20.0,30.0,20.0,0.0,0.0,7,0.22648999999999997
Male,Other,28.0,Machine Learning Engineer,Python,Master's degree,"Machine Translation,Natural Language Processing,Recommendation Engines",Internet-based,30.0,30.0,30.0,10.0,0.0,0.0,10,57399.648
Male,Pakistan,27.0,Engineer,Matlab,Master's degree,"Computer Vision,Survival Analysis",Telecommunications,10.0,10.0,50.0,20.0,10.0,0.0,7,8149.36
Male,United Kingdom,32.0,Data Scientist,R,Doctoral degree,"Adversarial Learning,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Non-profit,25.0,25.0,5.0,25.0,20.0,0.0,7,72830.34
Male,Other,39.0,Data Analyst,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Government,25.0,40.0,20.0,5.0,5.0,5.0,1,3000.0
Male,India,31.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Manufacturing,25.0,50.0,10.0,5.0,10.0,0.0,8,37487.99999999999
Male,Italy,64.0,Other,R,Master's degree,Supervised Machine Learning (Tabular Data),Mix of fields,10.0,40.0,0.0,10.0,40.0,0.0,7,71749.56
Female,Other,28.0,Business Analyst,R,Master's degree,Time Series,Financial,40.0,25.0,20.0,10.0,5.0,0.0,3,18654.8856
Male,Australia,28.0,Data Analyst,Python,Doctoral degree,,Financial,20.0,0.0,30.0,10.0,40.0,0.0,5,53754.770000000004
Male,Switzerland,42.0,Data Scientist,R,Some college/university study without earning a bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,60.0,0.0,0.0,30.0,10.0,0.0,10,130422.75
Male,Other,25.0,Scientist/Researcher,Python,Bachelor's degree,Reinforcement learning,Technology,0.0,50.0,5.0,25.0,20.0,0.0,5,12227.9
Male,India,24.0,Data Analyst,R,Bachelor's degree,Natural Language Processing,Mix of fields,40.0,0.0,0.0,40.0,20.0,0.0,4,2342.9999999999995
Male,Poland,36.0,Software Developer/Software Engineer,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Speech Recognition,Time Series,Unsupervised Learning",Financial,40.0,40.0,10.0,10.0,0.0,0.0,6,48000.0
Male,Malaysia,42.0,Software Developer/Software Engineer,Python,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Internet-based,40.0,10.0,10.0,20.0,20.0,0.0,7,47557.200000000004
Male,Russia,33.0,Engineer,Python,Master's degree,"Computer Vision,Time Series",Internet-based,10.0,40.0,10.0,10.0,30.0,0.0,0,12000.0
Male,India,27.0,Data Scientist,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Technology,40.0,20.0,10.0,20.0,10.0,0.0,8,31239.999999999996
Male,Iran,25.0,Machine Learning Engineer,C/C++/C#,Master's degree,"Speech Recognition,Supervised Machine Learning (Tabular Data)",Academic,50.0,10.0,20.0,0.0,20.0,0.0,0,0.0
Male,India,32.0,Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Manufacturing,30.0,10.0,20.0,20.0,20.0,0.0,7,1874.3999999999999
Male,Other,28.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Academic,50.0,40.0,0.0,5.0,5.0,0.0,5,784.32
Male,United Kingdom,44.0,Other,SQL,Some college/university study without earning a bachelor's degree,Other (please specify; separate by semi-colon),Other,70.0,5.0,10.0,5.0,10.0,0.0,8,165523.5
Male,India,29.0,Data Miner,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Telecommunications,70.0,10.0,5.0,5.0,10.0,0.0,5,937.1999999999999
Male,Russia,21.0,Data Scientist,Python,Bachelor's degree,Recommendation Engines,Retail,60.0,40.0,0.0,0.0,0.0,0.0,7,522.0600000000001
Male,Japan,34.0,Software Developer/Software Engineer,Python,Master's degree,"Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,50.0,10.0,20.0,10.0,10.0,0.0,3,63756.0
Male,Other,28.0,Scientist/Researcher,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,30.0,40.0,5.0,25.0,0.0,0.0,2,1368.0
Male,Russia,33.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Recommendation Engines,Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,60.0,15.0,5.0,10.0,5.0,5.0,7,11485.32
Male,Turkey,30.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Time Series",Telecommunications,40.0,35.0,10.0,15.0,0.0,0.0,7,21883.500000000004
Male,Pakistan,30.0,Engineer,SQL,Master's degree,,Technology,10.0,40.0,40.0,10.0,0.0,0.0,10,22742.4
Male,Russia,27.0,Data Scientist,Python,Master's degree,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series",Technology,50.0,35.0,5.0,10.0,0.0,0.0,7,11659.34
Male,South Africa,35.0,Statistician,Python,Master's degree,Time Series,Financial,40.0,20.0,20.0,0.0,20.0,0.0,8,61601.6
Male,China,26.0,Machine Learning Engineer,Python,Master's degree,Recommendation Engines,Internet-based,60.0,20.0,20.0,0.0,0.0,0.0,5,45900.0
Male,India,27.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Internet-based,45.0,15.0,10.0,25.0,5.0,0.0,6,4373.599999999999
Male,India,30.0,Software Developer/Software Engineer,R,Bachelor's degree,Time Series,Technology,60.0,10.0,0.0,30.0,0.0,0.0,8,54000.0
Male,India,29.0,Business Analyst,R,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,40.0,20.0,0.0,10.0,30.0,0.0,8,1561.9999999999998
"Non-binary, genderqueer, or gender non-conforming",Finland,28.0,Scientist/Researcher,Python,Master's degree,,Academic,90.0,0.0,0.0,10.0,0.0,0.0,3,28699.824
Male,India,27.0,Predictive Modeler,SQL,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Time Series",Mix of fields,20.0,35.0,15.0,10.0,20.0,0.0,8,21867.999999999996
Male,India,26.0,Data Analyst,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Technology,20.0,20.0,20.0,20.0,20.0,0.0,5,7028.999999999999
Male,Poland,21.0,Data Scientist,Python,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Mix of fields,25.0,55.0,0.0,20.0,0.0,0.0,7,14055.2
Male,India,30.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Internet-based,60.0,30.0,10.0,0.0,0.0,0.0,1,15619.999999999998
Male,India,29.0,Software Developer/Software Engineer,Python,Bachelor's degree,Other (please specify; separate by semi-colon),Other,40.0,30.0,0.0,5.0,0.0,25.0,6,12183.599999999999
Male,India,34.0,Scientist/Researcher,C/C++/C#,Bachelor's degree,Supervised Machine Learning (Tabular Data),Government,50.0,30.0,10.0,10.0,0.0,0.0,4,18743.999999999996
Male,India,27.0,Other,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,20.0,20.0,20.0,20.0,20.0,0.0,1,28115.999999999996
Male,Australia,33.0,DBA/Database Engineer,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Academic,50.0,0.0,0.0,5.0,5.0,40.0,8,70603.28000000001
Male,Japan,31.0,Machine Learning Engineer,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Time Series",Mix of fields,25.0,20.0,5.0,25.0,25.0,0.0,5,70131.59999999999
Male,India,28.0,Programmer,Python,I did not complete any formal education past high school,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines",CRM/Marketing,70.0,10.0,10.0,10.0,0.0,0.0,4,2000.0
Male,United States,16.0,Data Scientist,R,Some college/university study without earning a bachelor's degree,,Financial,0.0,50.0,45.0,5.0,0.0,0.0,5,50000.0
Female,France,32.0,Data Scientist,R,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Technology,40.0,20.0,0.0,20.0,20.0,0.0,3,51420.518000000004
Male,United States,65.0,Other,R,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Other,40.0,30.0,0.0,10.0,20.0,0.0,6,165000.0
Male,India,28.0,Business Analyst,Python,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,40.0,10.0,5.0,15.0,30.0,0.0,2,31239.999999999996
Female,China,28.0,Computer Scientist,Python,Master's degree,"Machine Translation,Unsupervised Learning",Technology,20.0,30.0,0.0,20.0,30.0,0.0,5,45900.0
Male,Russia,27.0,Scientist/Researcher,Python,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series",Academic,20.0,15.0,5.0,5.0,15.0,40.0,7,24362.800000000003
Male,Netherlands,25.0,Data Scientist,Python,Master's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data)",CRM/Marketing,0.0,0.0,0.0,0.0,0.0,0.0,7,59791.3
Male,Netherlands,31.0,Data Scientist,Python,Master's degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,65.0,5.0,0.0,15.0,15.0,0.0,8,60628.3782
Male,Ukraine,27.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,40.0,20.0,15.0,15.0,10.0,0.0,9,40000.0
Male,Ukraine,29.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)",Financial,70.0,4.0,0.0,20.0,6.0,0.0,5,1534.72
Male,United Kingdom,22.0,Data Scientist,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,5.0,50.0,10.0,25.0,10.0,0.0,7,33104.7
Male,France,29.0,Data Scientist,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,20.0,50.0,20.0,10.0,0.0,0.0,6,59791.3
Male,India,30.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis",Telecommunications,50.0,20.0,0.0,10.0,20.0,0.0,5,24991.999999999996
Male,Russia,43.0,Data Scientist,Python,Doctoral degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,5.0,60.0,30.0,5.0,0.0,0.0,7,62647.200000000004
Male,United States,23.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Insurance,40.0,15.0,10.0,10.0,15.0,10.0,8,110000.0
Female,Canada,45.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series",Technology,40.0,40.0,0.0,20.0,0.0,0.0,1,74131.91999999998
Female,United States,49.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Internet-based,70.0,10.0,10.0,0.0,10.0,0.0,7,330000.0
Male,South Korea,48.0,Researcher,Python,Doctoral degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Government,10.0,60.0,0.0,20.0,10.0,0.0,2,44300.0
Male,United Kingdom,48.0,Data Scientist,Python,Doctoral degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,80.0,5.0,0.0,5.0,10.0,0.0,8,92693.15999999999
Male,Taiwan,23.0,Machine Learning Engineer,Python,Bachelor's degree,"Adversarial Learning,Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,30.0,30.0,5.0,10.0,25.0,0.0,7,30000.0
Male,South Africa,50.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Reinforcement learning,Supervised Machine Learning (Tabular Data)",Financial,30.0,50.0,5.0,10.0,5.0,0.0,5,61601.6
Male,Spain,42.0,Programmer,Python,Master's degree,Outlier detection (e.g. Fraud detection),Technology,40.0,30.0,10.0,20.0,0.0,0.0,6,37070.606
Male,Indonesia,34.0,Other,Python,Master's degree,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,20.0,25.0,20.0,15.0,20.0,0.0,8,5255.400000000001
Male,India,22.0,Programmer,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Academic,20.0,20.0,10.0,35.0,15.0,0.0,7,8591.0
Male,Ireland,24.0,Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Academic,40.0,30.0,20.0,5.0,5.0,0.0,10,31091.476000000002
Male,France,25.0,Scientist/Researcher,Python,Master's degree,Supervised Machine Learning (Tabular Data),Academic,35.0,20.0,0.0,10.0,35.0,0.0,5,56342.628000000004
Male,Other,29.0,Business Analyst,Scala,Master's degree,Speech Recognition,Internet-based,20.0,30.0,30.0,10.0,10.0,0.0,7,1358.64
Male,United States,26.0,Data Analyst,R,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning",Academic,25.0,10.0,0.0,50.0,15.0,0.0,8,52500.0
Male,France,55.0,Data Miner,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,30.0,30.0,10.0,10.0,20.0,0.0,6,45441.388
Male,Taiwan,21.0,Machine Learning Engineer,Python,Bachelor's degree,"Natural Language Processing,Recommendation Engines,Time Series",Mix of fields,40.0,20.0,20.0,10.0,10.0,0.0,7,5994.72
Male,India,27.0,Data Scientist,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Recommendation Engines,Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data)",Technology,50.0,20.0,10.0,10.0,5.0,5.0,8,51545.99999999999
Male,Other,29.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Adversarial Learning,Computer Vision,Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,40.0,25.0,20.0,10.0,5.0,0.0,3,17688.0
Male,Belgium,37.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Non-profit,65.0,10.0,5.0,10.0,10.0,0.0,6,39462.258
Male,India,35.0,Data Scientist,Python,Master's degree,"Computer Vision,Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,50.0,30.0,10.0,5.0,5.0,0.0,5,30458.999999999996
Female,New Zealand,41.0,Data Analyst,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Mix of fields,10.0,10.0,0.0,10.0,30.0,40.0,7,46579.264
Male,United States,27.0,Data Scientist,Python,Master's degree,"Computer Vision,Machine Translation,Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Insurance,60.0,15.0,0.0,15.0,10.0,0.0,8,110000.0
Male,Netherlands,23.0,Researcher,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Academic,50.0,0.0,0.0,20.0,30.0,0.0,8,0.0
Male,India,49.0,Data Scientist,R,Master's degree,"Adversarial Learning,Supervised Machine Learning (Tabular Data)",Government,10.0,60.0,20.0,5.0,5.0,0.0,10,46859.99999999999
Male,India,32.0,Machine Learning Engineer,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Technology,35.0,30.0,10.0,5.0,20.0,0.0,7,32802.0
Male,South Africa,27.0,Data Scientist,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,60.0,15.0,5.0,10.0,10.0,0.0,4,2849.074
Male,India,25.0,Data Analyst,Python,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis",Pharmaceutical,80.0,5.0,2.0,10.0,3.0,0.0,7,18743.999999999996
Male,Israel,35.0,Scientist/Researcher,R,Master's degree,"Adversarial Learning,Reinforcement learning,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Other (please specify; separate by semi-colon)",Academic,10.0,70.0,0.0,10.0,10.0,0.0,10,75000.0
Male,India,24.0,Data Scientist,Python,Bachelor's degree,Natural Language Processing,Mix of fields,60.0,20.0,10.0,0.0,10.0,0.0,10,9371.999999999998
Male,Sweden,42.0,Other,Python,Bachelor's degree,Recommendation Engines,Internet-based,10.0,0.0,0.0,0.0,0.0,90.0,8,48078.336
Male,United Kingdom,26.0,DBA/Database Engineer,SQL,Bachelor's degree,Supervised Machine Learning (Tabular Data),Technology,6.0,2.0,1.0,1.0,0.0,90.0,10,55615.89599999999
Male,India,29.0,Data Analyst,R,Bachelor's degree,Time Series,Internet-based,20.0,20.0,10.0,40.0,10.0,0.0,5,29677.999999999996
Male,Italy,53.0,Machine Learning Engineer,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,20.0,50.0,10.0,10.0,10.0,0.0,8,35874.78
Male,Pakistan,26.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)",Academic,15.0,30.0,30.0,15.0,10.0,0.0,8,497.30048
Male,Spain,40.0,Other,Python,Master's degree,Supervised Machine Learning (Tabular Data),Other,25.0,30.0,10.0,10.0,15.0,10.0,3,77728.69
Male,South Africa,28.0,Data Analyst,Python,Master's degree,Time Series,Financial,80.0,2.0,0.0,15.0,3.0,0.0,5,46201.2
Male,Finland,41.0,Data Scientist,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",CRM/Marketing,70.0,10.0,5.0,10.0,5.0,0.0,9,55000.0
Male,Finland,27.0,Data Analyst,R,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,40.0,10.0,15.0,10.0,25.0,0.0,7,47354.7096
Male,Taiwan,24.0,Researcher,Python,Master's degree,"Adversarial Learning,Machine Translation,Natural Language Processing,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,20.0,40.0,0.0,10.0,30.0,0.0,7,2400.0
Male,India,24.0,Machine Learning Engineer,R,Bachelor's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Technology,50.0,20.0,5.0,10.0,15.0,0.0,8,7966.199999999999
Male,India,23.0,Data Scientist,Python,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Technology,30.0,30.0,40.0,0.0,0.0,0.0,6,15619.999999999998
Male,Germany,47.0,Statistician,R,Doctoral degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",CRM/Marketing,40.0,10.0,5.0,20.0,25.0,0.0,7,143499.12
Male,United Kingdom,30.0,Machine Learning Engineer,Python,Master's degree,"Computer Vision,Machine Translation,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,15.0,55.0,10.0,10.0,10.0,0.0,3,92693.15999999999
Male,India,22.0,Machine Learning Engineer,Python,Some college/university study without earning a bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",CRM/Marketing,10.0,60.0,15.0,10.0,5.0,0.0,8,7872.48
Male,Germany,28.0,Scientist/Researcher,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Academic,50.0,15.0,5.0,20.0,10.0,0.0,7,53812.170000000006
A different identity,Greece,34.0,Data Scientist,Python,Doctoral degree,"Machine Translation,Natural Language Processing",Technology,10.0,50.0,15.0,10.0,15.0,0.0,8,14349.912
Male,Taiwan,29.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,30.0,15.0,20.0,15.0,20.0,0.0,7,30306.64
Male,Spain,59.0,Data Scientist,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Technology,25.0,20.0,30.0,20.0,5.0,0.0,7,77728.69
