MSZoning,LotFrontage,LotArea,Street,Utilities,HouseStyle,YearBuilt,Foundation,TotRmsAbvGrd,KitchenAbvGr,MoSold,YrSold,SaleCondition,SalePrice
RL,118.0,13704,Pave,AllPub,1Story,2001,PConc,6,1,1,2006,Normal,2
RL,70.0,9800,Pave,AllPub,1Story,1972,PConc,5,1,7,2006,Abnorml,1
RM,87.0,18386,Pave,AllPub,2.5Fin,1880,BrkTil,10,1,5,2008,Normal,3
RL,80.0,10386,Pave,AllPub,1Story,2004,PConc,8,1,7,2007,Normal,3
RL,116.0,13474,Pave,AllPub,2Story,1990,CBlock,8,1,6,2007,Normal,2
RM,,7920,Pave,AllPub,1.5Fin,1920,CBlock,6,1,3,2008,Normal,0
RL,,12342,Pave,AllPub,1Story,1940,CBlock,4,1,3,2009,Normal,0
RL,90.0,12378,Pave,AllPub,1Story,2003,PConc,8,1,11,2006,Normal,3
RL,,7685,Pave,AllPub,2Story,1993,PConc,6,1,5,2006,Normal,1
RL,50.0,8000,Pave,AllPub,1Story,1948,CBlock,5,1,5,2009,Normal,1
RM,65.0,7800,Pave,AllPub,1.5Fin,1939,CBlock,5,1,5,2006,Normal,1
RL,150.0,215245,Pave,AllPub,1Story,1965,CBlock,8,1,6,2009,Normal,3
RM,60.0,9600,Pave,AllPub,2Story,1925,BrkTil,6,1,8,2006,Normal,1
RL,71.0,7795,Pave,AllPub,2Story,2004,PConc,6,1,7,2009,Normal,2
RL,94.0,13005,Pave,AllPub,2Story,1980,CBlock,10,1,8,2009,Normal,2
FV,75.0,9000,Pave,AllPub,2Story,2006,PConc,8,1,12,2007,Normal,2
RL,90.0,9900,Pave,AllPub,2Story,1993,PConc,9,1,4,2009,Normal,2
RL,,14115,Pave,AllPub,SLvl,1980,CBlock,6,1,6,2009,Normal,2
RL,111.0,16259,Pave,AllPub,2Story,2006,PConc,9,1,9,2006,Partial,3
RL,99.0,12099,Pave,AllPub,2Story,2004,PConc,10,1,6,2007,Normal,3
RL,86.0,10380,Pave,AllPub,2Story,1986,CBlock,8,1,8,2007,Normal,3
RM,49.0,5820,Pave,AllPub,1Story,1955,CBlock,6,1,7,2006,Normal,1
RL,96.0,11275,Pave,AllPub,SLvl,1967,CBlock,11,1,6,2010,Normal,2
RM,50.0,5000,Pave,AllPub,1.5Unf,1941,CBlock,5,1,12,2007,Normal,0
RL,32.0,10846,Pave,AllPub,1Story,1993,PConc,6,1,5,2008,Normal,3
RL,80.0,11600,Pave,AllPub,1Story,1960,CBlock,7,1,4,2006,Normal,1
RL,,11888,Pave,AllPub,2.5Unf,1916,BrkTil,10,1,7,2009,Normal,2
RM,60.0,6402,Pave,AllPub,2Story,1920,PConc,6,1,7,2009,Normal,0
RL,,10624,Pave,AllPub,1Story,1964,CBlock,10,2,11,2007,Normal,1
RL,70.0,8176,Pave,AllPub,1Story,1958,CBlock,6,1,8,2007,Normal,1
RL,85.0,10655,Pave,AllPub,1Story,2003,PConc,7,1,10,2009,Normal,3
RM,59.0,8198,Pave,AllPub,1Story,2004,PConc,6,1,7,2008,Normal,2
RL,59.0,9042,Pave,AllPub,2Story,1998,PConc,7,1,7,2008,Normal,2
RL,,164660,Grvl,AllPub,1.5Fin,1965,CBlock,7,1,8,2008,Normal,2
RL,86.0,14157,Pave,AllPub,1Story,2005,PConc,8,1,7,2007,Normal,3
RL,70.0,9135,Pave,AllPub,1Story,2002,PConc,7,1,12,2008,Normal,2
RL,91.0,14145,Pave,AllPub,1Story,1984,CBlock,8,1,5,2006,Normal,2
RL,66.0,12400,Pave,AllPub,1Story,1958,CBlock,6,1,6,2009,Normal,1
RL,85.0,14191,Pave,AllPub,2Story,2002,PConc,9,1,4,2010,Normal,2
RH,60.0,8400,Pave,AllPub,1Story,1950,CBlock,4,1,9,2009,Normal,0
RL,,8544,Pave,AllPub,1Story,1949,Slab,6,2,5,2006,Normal,0
RL,63.0,8849,Pave,AllPub,1Story,2005,PConc,6,1,7,2008,Normal,2
RM,36.0,2592,Pave,AllPub,2Story,1976,CBlock,4,1,4,2010,Normal,0
RL,65.0,6435,Pave,AllPub,1.5Fin,1939,BrkTil,6,1,10,2006,Normal,1
RL,,12772,Pave,AllPub,1Story,1960,CBlock,5,1,4,2007,Normal,1
RL,,17600,Pave,AllPub,1Story,1960,CBlock,6,1,12,2009,Normal,1
RL,36.0,2448,Pave,AllPub,2Story,2003,PConc,6,1,10,2008,Normal,1
RL,56.0,20431,Pave,AllPub,2Story,2005,PConc,10,1,4,2006,Partial,3
RL,68.0,7820,Pave,AllPub,1Story,2007,PConc,6,1,12,2007,Partial,3
RL,,5271,Pave,AllPub,1Story,1986,PConc,6,1,12,2006,Abnorml,2
RL,60.0,9084,Pave,AllPub,1.5Fin,1941,CBlock,5,1,3,2008,Normal,0
RM,60.0,8520,Pave,AllPub,1Story,1928,BrkTil,5,1,5,2010,Normal,0
RL,60.0,8400,Pave,AllPub,1.5Fin,1940,CBlock,6,1,6,2006,Normal,1
RL,105.0,11249,Pave,AllPub,1Story,1995,PConc,6,1,8,2007,Normal,1
RL,,9248,Pave,AllPub,1Story,1992,PConc,6,1,7,2009,Normal,1
RM,44.0,4224,Pave,AllPub,1Story,1976,PConc,6,1,8,2007,Normal,1
RL,92.0,6930,Pave,AllPub,SLvl,1958,CBlock,6,1,7,2006,Abnorml,1
RL,78.0,12011,Pave,AllPub,2Story,1998,PConc,7,1,6,2006,Normal,3
RL,,7540,Pave,AllPub,SFoyer,1978,CBlock,5,1,6,2007,Normal,1
RL,,9144,Pave,AllPub,1.5Fin,1940,CBlock,8,1,7,2008,Normal,1
RL,64.0,7301,Pave,AllPub,SFoyer,2003,Slab,7,1,7,2009,Normal,2
RM,21.0,1680,Pave,AllPub,2Story,1972,CBlock,5,1,5,2009,Normal,1
RL,,18800,Pave,AllPub,2Story,1976,PConc,6,1,7,2006,Normal,2
RM,59.0,10690,Pave,AllPub,2Story,1920,CBlock,6,1,7,2009,Normal,1
RL,,9500,Pave,AllPub,1Story,1963,CBlock,6,1,7,2009,Normal,1
RL,101.0,9150,Pave,AllPub,SLvl,1962,CBlock,6,1,12,2008,Normal,1
RL,78.0,7800,Pave,AllPub,1Story,1954,PConc,7,1,3,2010,Normal,1
RL,,9830,Pave,AllPub,1Story,1959,CBlock,7,1,3,2010,Normal,1
RL,,8121,Pave,AllPub,2Story,2000,PConc,7,1,1,2006,Normal,1
RL,80.0,17120,Pave,AllPub,1.5Fin,1959,CBlock,7,1,7,2008,Normal,1
RL,50.0,7175,Pave,AllPub,1Story,1984,CBlock,4,1,2,2010,Normal,1
RL,79.0,10634,Pave,AllPub,1Story,1953,PConc,5,1,11,2009,Normal,1
RL,65.0,8200,Pave,AllPub,2Story,2003,PConc,8,1,7,2007,Normal,2
RL,,10020,Pave,AllPub,1Story,1922,BrkTil,4,1,3,2009,Normal,0
RL,57.0,8846,Pave,AllPub,SFoyer,1996,PConc,5,1,7,2006,Normal,1
FV,102.0,11143,Pave,AllPub,2Story,2004,PConc,8,1,12,2007,Normal,3
RL,88.0,11394,Pave,AllPub,1Story,2010,PConc,8,1,6,2010,Partial,3
RL,60.0,8123,Pave,AllPub,2Story,2000,PConc,7,1,6,2009,Normal,1
RL,50.0,5000,Pave,AllPub,1.5Fin,1924,BrkTil,6,1,5,2010,Normal,1
FV,60.0,7200,Pave,AllPub,1Story,2006,PConc,5,1,8,2006,Partial,2
RL,79.0,9245,Pave,AllPub,2Story,2006,PConc,8,1,4,2007,Normal,2
RH,60.0,9000,Pave,AllPub,1.5Unf,1928,BrkTil,5,1,10,2009,Normal,0
RL,,53107,Pave,AllPub,2Story,1992,PConc,9,1,6,2007,Normal,2
RL,43.0,3182,Pave,AllPub,1Story,2004,PConc,6,1,4,2010,Normal,2
RL,58.0,8410,Pave,AllPub,1.5Fin,1910,PConc,8,1,5,2006,AdjLand,0
RL,72.0,7200,Pave,AllPub,SLvl,1976,CBlock,6,1,10,2009,Abnorml,1
RL,93.0,9382,Pave,AllPub,1Story,1999,PConc,6,1,7,2008,Normal,2
RL,96.0,12474,Pave,AllPub,2Story,2007,PConc,9,1,8,2008,Partial,3
RL,50.0,8405,Pave,AllPub,1.5Fin,1900,BrkTil,7,1,4,2008,Normal,1
RL,71.0,12209,Pave,AllPub,2Story,2001,PConc,7,1,6,2009,Normal,2
RL,,8339,Pave,AllPub,1Story,1959,Slab,5,1,7,2007,Normal,1
RL,,7446,Pave,AllPub,1Story,1941,CBlock,4,1,4,2006,Abnorml,0
RL,60.0,10134,Pave,AllPub,1.5Fin,1940,CBlock,5,1,7,2007,Normal,1
RL,68.0,9571,Pave,AllPub,1Story,1956,CBlock,6,1,6,2010,Normal,1
RL,60.0,7200,Pave,AllPub,1Story,1972,CBlock,6,1,9,2009,Normal,1
RL,69.0,7590,Pave,AllPub,2Story,1962,CBlock,8,1,7,2007,Normal,1
RM,60.0,8967,Pave,AllPub,1Story,1920,BrkTil,6,1,11,2007,Abnorml,0
FV,65.0,8125,Pave,AllPub,2Story,2006,PConc,7,1,10,2009,Normal,2
RL,38.0,14963,Pave,AllPub,1Story,1996,PConc,4,1,12,2008,Normal,2
RL,65.0,8767,Pave,AllPub,1Story,2005,PConc,6,1,7,2006,Partial,1
RL,60.0,10200,Pave,AllPub,1Story,1940,PConc,4,1,8,2008,Normal,1
RL,93.0,12090,Pave,AllPub,2Story,1998,PConc,10,1,7,2006,Abnorml,2
RL,,10364,Pave,AllPub,2Story,1995,PConc,7,1,5,2007,Normal,1
RL,,9991,Pave,AllPub,1Story,1976,CBlock,8,1,6,2009,Normal,1
RL,51.0,10480,Pave,AllPub,1.5Fin,1936,BrkTil,6,1,3,2008,Normal,1
RL,63.0,15576,Pave,AllPub,2Story,1915,BrkTil,8,1,3,2008,Normal,1
RL,109.0,14154,Pave,AllPub,2Story,2006,PConc,9,1,8,2007,Partial,3
FV,85.0,10800,Pave,AllPub,2Story,2007,PConc,8,1,4,2008,Partial,3
RL,68.0,9571,Pave,AllPub,1Story,1958,CBlock,5,1,6,2009,Abnorml,0
RL,100.0,34650,Pave,AllPub,1Story,1955,CBlock,5,1,1,2006,Normal,1
FV,,4403,Pave,AllPub,1Story,2009,PConc,7,1,6,2010,Partial,2
RM,56.0,8960,Pave,AllPub,1Story,1927,CBlock,5,1,3,2010,Normal,1
RL,59.0,11228,Pave,AllPub,2Story,1993,PConc,9,1,12,2008,Normal,2
RL,73.0,8899,Pave,AllPub,1Story,2007,PConc,6,1,8,2007,Partial,2
RL,74.0,7844,Pave,AllPub,2Story,1978,CBlock,6,1,3,2006,Normal,1
RL,86.0,22420,Pave,AllPub,2Story,1918,BrkTil,10,1,11,2007,Normal,2
RL,60.0,8160,Pave,AllPub,1.5Fin,1940,BrkTil,7,1,4,2007,AdjLand,1
RL,65.0,8450,Pave,AllPub,1Story,1968,CBlock,6,1,7,2010,Normal,1
RM,78.0,7060,Pave,AllPub,SFoyer,1997,PConc,8,2,11,2008,Alloca,2
RL,,16635,Pave,AllPub,1Story,1977,CBlock,8,1,6,2009,Normal,2
RL,100.0,21750,Pave,AllPub,1Story,1954,CBlock,4,1,2,2008,Normal,1
RL,80.0,9200,Pave,AllPub,2Story,1998,PConc,8,1,6,2008,Normal,3
RL,72.0,9000,Pave,AllPub,1Story,1956,CBlock,6,1,5,2008,Normal,1
RM,60.0,3378,Pave,AllPub,2Story,1946,CBlock,6,1,9,2009,Normal,1
RL,,12800,Pave,AllPub,SLvl,1989,PConc,5,1,8,2009,Normal,2
RL,77.0,8593,Pave,AllPub,1Story,1957,CBlock,5,1,7,2008,Normal,1
RL,64.0,6762,Pave,AllPub,1Story,2007,PConc,6,1,9,2007,Partial,2
RL,130.0,11457,Pave,AllPub,1Story,1988,CBlock,6,1,3,2009,Normal,1
RM,21.0,1680,Pave,AllPub,2Story,1971,CBlock,4,1,7,2008,Abnorml,0
RM,60.0,5586,Pave,AllPub,1.5Fin,1920,BrkTil,7,1,9,2008,Abnorml,0
RM,24.0,1920,Pave,AllPub,2Story,1971,CBlock,6,1,8,2007,Normal,1
RL,100.0,10839,Pave,AllPub,2Story,1997,PConc,7,1,7,2008,Normal,2
RM,21.0,1890,Pave,AllPub,SFoyer,1972,CBlock,3,1,6,2008,Normal,0
RL,43.0,10667,Pave,AllPub,2Story,1996,PConc,6,1,4,2009,Normal,2
RM,40.0,4400,Pave,AllPub,1.5Fin,1920,BrkTil,6,1,10,2006,Normal,1
RM,50.0,6000,Pave,AllPub,1.5Unf,1926,PConc,4,1,1,2009,Normal,1
RL,40.0,4280,Pave,AllPub,1Story,1913,PConc,4,1,3,2007,Normal,0
RL,67.0,12354,Pave,AllPub,1.5Fin,1920,BrkTil,7,1,8,2009,Normal,1
RL,105.0,15431,Pave,AllPub,1Story,2008,PConc,10,1,4,2009,Normal,3
RL,92.0,12108,Pave,AllPub,1Story,1955,CBlock,8,2,9,2008,Normal,1
RM,52.0,6240,Pave,AllPub,1.5Fin,1930,PConc,8,1,6,2008,Normal,1
RL,53.0,3922,Pave,AllPub,1Story,2006,PConc,6,1,6,2007,Partial,1
RL,70.0,8750,Pave,AllPub,2Story,1994,PConc,8,1,7,2008,Normal,2
RL,73.0,9855,Pave,AllPub,1Story,1956,CBlock,7,1,11,2009,Normal,1
RL,137.0,16492,Pave,AllPub,1Story,1966,CBlock,6,1,6,2010,Normal,2
RL,,11214,Pave,AllPub,2Story,1998,PConc,10,1,7,2006,Normal,2
RM,50.0,8600,Pave,AllPub,1.5Fin,1937,BrkTil,7,1,6,2006,Normal,1
RM,50.0,6000,Pave,AllPub,1.5Fin,1948,CBlock,6,1,6,2007,Normal,1
RM,70.0,5684,Pave,AllPub,1Story,1930,BrkTil,5,1,6,2006,Normal,1
RL,62.0,70761,Pave,AllPub,1Story,1975,CBlock,5,1,12,2006,Normal,3
RL,,9303,Pave,AllPub,2Story,1996,PConc,7,1,7,2007,Normal,2
FV,75.0,9000,Pave,AllPub,2Story,2008,PConc,6,1,6,2009,Normal,2
RL,63.0,9297,Pave,AllPub,1Story,1976,CBlock,8,2,7,2006,Family,2
RL,80.0,9600,Pave,AllPub,1Story,1973,CBlock,6,1,9,2007,Normal,1
RM,34.0,4571,Pave,AllPub,2Story,1916,BrkTil,7,1,5,2008,Abnorml,0
RL,,53227,Pave,AllPub,1Story,1954,CBlock,6,1,3,2008,Normal,2
RM,,5100,Pave,AllPub,2Story,1925,PConc,7,1,6,2008,Normal,1
RL,,7015,Pave,AllPub,1.5Fin,1950,CBlock,5,1,7,2009,Normal,1
FV,75.0,8004,Pave,AllPub,2Story,2009,PConc,8,1,12,2009,Partial,2
RL,60.0,7200,Pave,AllPub,2Story,1936,PConc,6,1,4,2009,Normal,1
RL,60.0,8281,Pave,AllPub,1Story,1965,CBlock,5,1,12,2009,Normal,0
RL,74.0,11988,Pave,AllPub,2Story,1934,CBlock,6,1,8,2008,Normal,2
RL,60.0,8430,Pave,AllPub,1Story,1978,CBlock,5,1,8,2009,Normal,1
RM,,3072,Pave,AllPub,1Story,2004,PConc,6,1,5,2006,Normal,1
RL,85.0,10628,Pave,AllPub,1Story,1970,CBlock,5,1,4,2007,Normal,1
RL,79.0,9480,Pave,AllPub,2Story,1942,CBlock,7,1,6,2007,Normal,1
RL,98.0,11428,Pave,AllPub,1Story,2006,PConc,7,1,5,2007,Normal,2
RL,76.0,9291,Pave,AllPub,2Story,1993,PConc,7,1,6,2008,Normal,2
RL,,6820,Pave,AllPub,1Story,1985,PConc,4,1,6,2010,Normal,2
RL,92.0,11952,Pave,AllPub,2Story,1977,CBlock,8,1,11,2007,Normal,2
RM,35.0,3675,Pave,AllPub,SLvl,2005,PConc,5,1,6,2008,Normal,1
RL,110.0,14977,Pave,AllPub,1Story,2006,PConc,7,1,7,2007,Partial,3
RL,41.0,5330,Pave,AllPub,1Story,2000,PConc,6,1,8,2007,Normal,2
RL,80.0,8480,Pave,AllPub,1Story,1963,CBlock,5,1,7,2007,Normal,1
RL,75.0,13125,Pave,AllPub,1Story,1997,PConc,7,1,4,2008,Normal,2
RL,105.0,13693,Pave,AllPub,2Story,2006,PConc,9,1,3,2007,Normal,3
RL,79.0,10637,Pave,AllPub,1Story,2007,PConc,7,1,9,2009,Normal,3
RM,50.0,5925,Pave,AllPub,1Story,1937,BrkTil,7,1,3,2007,Alloca,0
RL,98.0,16033,Pave,AllPub,1Story,2004,PConc,8,1,3,2006,Normal,3
RL,72.0,11846,Pave,AllPub,1Story,2003,PConc,6,1,8,2006,Normal,3
RM,50.0,2500,Pave,AllPub,2Story,1915,PConc,7,1,6,2009,Normal,1
RM,32.0,4500,Pave,AllPub,1Story,1998,PConc,5,1,5,2006,Normal,1
RL,,7758,Pave,AllPub,1Story,1962,CBlock,6,1,3,2007,Normal,1
RL,80.0,9600,Pave,AllPub,1Story,1950,CBlock,5,1,7,2009,Normal,1
RL,79.0,10289,Pave,AllPub,1Story,1965,CBlock,6,1,6,2007,Normal,1
RL,70.0,12243,Pave,AllPub,1Story,1971,CBlock,7,1,2,2007,Normal,1
RL,60.0,10800,Pave,AllPub,1.5Fin,1900,CBlock,10,2,5,2006,Normal,1
RM,21.0,1526,Pave,AllPub,SFoyer,1970,CBlock,3,1,5,2009,Normal,0
RM,,2665,Pave,AllPub,2Story,1976,PConc,4,1,6,2008,Normal,1
RL,79.0,9490,Pave,AllPub,1.5Fin,1941,CBlock,5,1,8,2006,Normal,1
RL,105.0,15578,Pave,AllPub,2Story,2006,PConc,8,1,5,2006,Partial,1
RL,70.0,7931,Pave,AllPub,1Story,1960,CBlock,6,1,6,2008,Normal,1
RM,50.0,5784,Pave,AllPub,1Story,1938,BrkTil,4,1,12,2009,Normal,0
C (all),60.0,7879,Pave,AllPub,1Story,1920,CBlock,4,1,11,2009,Abnorml,0
RL,,12692,Pave,AllPub,1Story,1992,PConc,10,1,5,2007,Normal,3
RL,60.0,9120,Pave,AllPub,1.5Fin,1925,PConc,8,1,6,2008,Normal,2
RL,65.0,7800,Pave,AllPub,1Story,1967,PConc,5,1,6,2009,Normal,1
RL,70.0,7535,Pave,AllPub,1Story,1958,CBlock,5,1,6,2007,Normal,1
RM,21.0,1890,Pave,AllPub,2Story,1973,CBlock,7,1,5,2007,Normal,1
FV,75.0,9803,Pave,AllPub,2Story,2005,PConc,7,1,2,2008,Normal,2
RL,70.0,9170,Pave,AllPub,1Story,1965,CBlock,6,1,4,2007,Normal,1
RL,100.0,15602,Pave,AllPub,1Story,1959,CBlock,6,1,3,2010,Normal,3
RL,24.0,2308,Pave,AllPub,2Story,1974,CBlock,6,1,6,2009,Normal,1
RM,60.0,7596,Pave,AllPub,2Story,1952,CBlock,10,2,7,2009,Normal,1
RL,80.0,9554,Pave,AllPub,2Story,1993,PConc,8,1,9,2006,Normal,2
FV,75.0,7862,Pave,AllPub,1Story,2009,PConc,4,1,9,2009,Partial,2
RM,60.0,9600,Pave,AllPub,2Story,1928,BrkTil,7,1,10,2008,Normal,1
RL,80.0,9600,Pave,AllPub,1Story,1959,CBlock,6,1,7,2009,Normal,1
RL,75.0,14559,Pave,AllPub,1Story,1951,CBlock,6,1,6,2009,Normal,1
RL,40.0,6792,Pave,AllPub,1Story,2005,PConc,6,1,3,2006,Partial,2
RL,70.0,9100,Pave,AllPub,1Story,1958,CBlock,5,1,7,2006,Normal,1
RL,71.0,9187,Pave,AllPub,1Story,1983,PConc,5,1,6,2007,Normal,1
RL,55.0,10594,Pave,AllPub,1.5Unf,1926,BrkTil,5,1,6,2007,Normal,0
RL,94.0,12220,Pave,AllPub,1Story,2009,CBlock,9,1,9,2009,Partial,3
RL,,10448,Pave,AllPub,SLvl,1972,CBlock,7,1,8,2009,Abnorml,1
RL,79.0,10208,Pave,AllPub,2Story,1996,PConc,7,1,7,2009,Normal,2
RL,,9531,Pave,AllPub,2Story,1998,PConc,7,1,5,2007,Normal,2
RL,53.0,10918,Pave,AllPub,2Story,1926,BrkTil,9,1,6,2009,Normal,2
RL,60.0,10800,Pave,AllPub,2Story,1900,BrkTil,7,2,8,2008,Normal,0
RL,90.0,11988,Pave,AllPub,1Story,1957,CBlock,6,1,5,2007,Normal,1
RM,50.0,5000,Pave,AllPub,1.5Fin,1947,CBlock,7,1,10,2006,Normal,1
RL,130.0,40094,Pave,AllPub,2Story,2007,PConc,11,1,10,2007,Partial,2
RL,95.0,11787,Pave,AllPub,2Story,1996,PConc,8,1,8,2007,Normal,3
FV,62.0,7500,Pave,AllPub,1Story,2005,PConc,6,1,4,2006,Normal,1
RL,70.0,13300,Pave,AllPub,1Story,1956,CBlock,4,1,6,2007,Normal,1
RL,67.0,14948,Pave,AllPub,2Story,2008,PConc,11,1,11,2008,Partial,3
RL,58.0,9098,Pave,AllPub,1Story,1920,BrkTil,5,1,7,2007,Normal,0
RL,,32668,Pave,AllPub,1Story,1957,PConc,9,2,3,2007,Alloca,2
RL,85.0,10200,Pave,AllPub,SLvl,1988,CBlock,5,1,8,2008,Abnorml,1
RM,60.0,6155,Pave,AllPub,2Story,1920,BrkTil,6,1,6,2008,Normal,1
RL,60.0,7200,Pave,AllPub,1Story,1955,Slab,5,1,4,2010,Normal,1
RL,50.0,5000,Pave,AllPub,1Story,1946,Slab,2,1,1,2007,Normal,0
RL,74.0,9056,Pave,AllPub,2Story,2004,PConc,6,1,10,2006,Normal,1
RL,70.0,7000,Pave,AllPub,2Story,1910,CBlock,5,1,1,2008,Normal,1
RL,57.0,8924,Pave,AllPub,2Story,1998,PConc,8,1,7,2008,Normal,2
RL,,12735,Pave,AllPub,1Story,1972,CBlock,5,1,4,2008,Normal,1
RL,,11553,Pave,AllPub,1Story,1968,CBlock,7,1,7,2006,Normal,1
RL,,11423,Pave,AllPub,1Story,2001,PConc,6,1,5,2010,Normal,2
RL,85.0,14601,Pave,AllPub,1Story,2006,PConc,8,1,3,2009,Normal,3
RL,,11000,Pave,AllPub,2Story,2000,PConc,8,1,6,2007,Normal,2
RL,78.0,10140,Pave,AllPub,1Story,1998,PConc,7,1,6,2009,Normal,2
RH,34.0,4058,Pave,AllPub,SFoyer,1998,PConc,4,1,6,2007,Normal,1
RL,58.0,17104,Pave,AllPub,2Story,2006,PConc,7,1,9,2006,Partial,2
RL,,13837,Pave,AllPub,1.5Fin,1988,PConc,9,1,2,2006,Normal,2
RL,70.0,8737,Pave,AllPub,1.5Fin,1923,BrkTil,6,1,5,2007,Normal,2
RL,54.0,7244,Pave,AllPub,SFoyer,1970,CBlock,5,1,4,2007,Normal,1
RM,49.0,8235,Pave,AllPub,1Story,1955,CBlock,4,1,6,2008,Normal,1
FV,75.0,9375,Pave,AllPub,2Story,2003,PConc,8,1,11,2009,Normal,2
RL,53.0,4043,Pave,AllPub,1Story,1977,CBlock,4,1,10,2008,Abnorml,1
RM,50.0,6000,Pave,AllPub,1Story,1957,CBlock,5,1,6,2008,Normal,1
RL,87.0,11146,Pave,AllPub,1Story,2006,PConc,7,1,7,2009,Normal,2
RL,67.0,8777,Pave,AllPub,1Story,1949,CBlock,5,1,5,2009,Normal,1
RL,85.0,10625,Pave,AllPub,2Story,2003,PConc,8,1,8,2008,Normal,3
RM,58.0,6380,Pave,AllPub,1.5Unf,1922,BrkTil,5,1,8,2006,Normal,1
RL,69.0,14850,Pave,AllPub,1Story,1957,CBlock,6,1,5,2006,Normal,1
C (all),60.0,11040,Pave,AllPub,1.5Fin,1920,CBlock,7,1,9,2006,Normal,1
RL,57.0,21872,Pave,AllPub,2Story,1996,PConc,6,1,8,2008,Normal,1
RL,,3196,Pave,AllPub,1Story,2003,PConc,7,1,10,2006,Normal,2
RL,,11341,Pave,AllPub,1Story,1957,CBlock,5,1,5,2010,Normal,1
RL,77.0,10010,Pave,AllPub,1Story,1974,CBlock,6,1,4,2006,Normal,1
RL,63.0,13907,Pave,AllPub,1Story,1940,CBlock,6,1,7,2008,Normal,1
RL,66.0,21780,Pave,AllPub,1.5Fin,1918,BrkTil,8,1,7,2008,Normal,2
RL,,13346,Pave,AllPub,2Story,1992,PConc,9,1,7,2006,Normal,2
RL,66.0,6858,Pave,AllPub,2Story,1915,PConc,6,1,5,2010,Normal,1
RL,77.0,11198,Pave,AllPub,2Story,2005,PConc,11,1,6,2008,Normal,3
RL,70.0,10171,Pave,AllPub,1Story,2004,PConc,7,1,3,2010,Normal,2
RL,79.0,12327,Pave,AllPub,1.5Fin,1983,CBlock,5,1,9,2009,Normal,3
RL,,7032,Pave,AllPub,SFoyer,1979,CBlock,4,1,12,2006,Normal,1
RL,74.0,13101,Pave,AllPub,1Story,1965,CBlock,10,2,11,2008,Normal,1
RL,60.0,7332,Pave,AllPub,1Story,1959,CBlock,4,1,10,2006,Abnorml,1
RL,83.0,13159,Pave,AllPub,2Story,2009,PConc,6,1,7,2009,Partial,2
RL,76.0,9967,Pave,AllPub,SLvl,2000,PConc,8,1,12,2007,Normal,1
RL,70.0,10500,Pave,AllPub,SLvl,1971,CBlock,5,1,12,2007,Normal,1
RL,80.0,8480,Pave,AllPub,1.5Fin,1947,CBlock,6,1,10,2008,Abnorml,1
RL,52.0,6292,Pave,AllPub,1.5Fin,1928,BrkTil,6,1,8,2009,Normal,1
RL,96.0,11777,Pave,AllPub,SLvl,1966,CBlock,6,1,5,2006,Abnorml,1
FV,34.0,3604,Pave,AllPub,2Story,2007,PConc,5,1,2,2008,Abnorml,1
RM,81.0,12150,Pave,AllPub,1.5Fin,1954,BrkTil,7,1,11,2008,Normal,1
RL,,14585,Pave,AllPub,1Story,1960,CBlock,7,1,6,2007,Normal,2
RL,98.0,12704,Pave,AllPub,1Story,2008,PConc,8,1,8,2009,Partial,2
RL,81.0,11841,Grvl,AllPub,SFoyer,1990,CBlock,5,1,5,2007,Normal,1
RM,75.0,13500,Pave,AllPub,2.5Unf,1893,BrkTil,9,1,7,2008,Normal,3
RM,51.0,6120,Pave,AllPub,1.5Fin,1935,BrkTil,6,1,7,2009,Normal,1
RL,88.0,11443,Pave,AllPub,1Story,2005,PConc,7,1,3,2006,Partial,3
RL,55.0,10267,Pave,AllPub,1Story,1918,BrkTil,5,1,5,2008,Normal,1
RL,74.0,8740,Pave,AllPub,SFoyer,1982,CBlock,4,1,7,2009,Normal,1
RL,65.0,25095,Pave,AllPub,1Story,1968,CBlock,5,1,6,2009,Partial,1
RM,50.0,9100,Pave,AllPub,1Story,1930,BrkTil,4,1,8,2008,Normal,0
RL,64.0,8320,Pave,AllPub,2Story,2004,PConc,6,1,9,2008,Normal,2
RL,97.0,13478,Pave,AllPub,2Story,2008,PConc,10,1,6,2009,Normal,3
RL,60.0,6600,Pave,AllPub,1Story,1982,PConc,4,1,6,2008,Normal,1
RM,,4435,Pave,AllPub,1Story,2003,PConc,4,1,5,2009,Normal,1
RL,88.0,7990,Pave,AllPub,1Story,1975,CBlock,5,1,4,2008,Normal,1
RL,69.0,11302,Pave,AllPub,1Story,2005,PConc,7,1,8,2006,Partial,3
RM,60.0,3600,Pave,AllPub,2Story,1910,CBlock,7,1,10,2006,Normal,1
RL,53.0,3922,Pave,AllPub,1Story,2006,PConc,7,1,2,2007,Partial,2
RL,80.0,12984,Pave,AllPub,1Story,1977,CBlock,7,1,3,2006,Normal,2
RM,24.0,1950,Pave,AllPub,2Story,1980,CBlock,6,1,7,2008,Normal,1
RL,74.0,10927,Pave,AllPub,2Story,2005,PConc,8,1,6,2006,Normal,2
RM,50.0,9000,Pave,AllPub,1.5Fin,1937,PConc,6,1,12,2007,Normal,1
RL,80.0,10041,Pave,AllPub,2Story,1992,PConc,8,1,2,2006,Abnorml,2
FV,30.0,3182,Pave,AllPub,2Story,2004,PConc,4,1,6,2010,Normal,1
RL,88.0,12803,Pave,AllPub,1Story,2002,PConc,6,1,9,2008,Normal,2
